#[0]-k [1]-P_k(z=0) [2]-P_k(z=3) [3]-P_k(z=20)
8.241678E+00 3.945665E-01 4.015199E-02 1.485640E-03 
8.467094E+00 3.674782E-01 3.739580E-02 1.383668E-03 
8.698675E+00 3.422298E-01 3.482681E-02 1.288623E-03 
8.936591E+00 3.186979E-01 3.243247E-02 1.200039E-03 
9.181013E+00 2.967673E-01 3.020105E-02 1.117483E-03 
9.432121E+00 2.763304E-01 2.812159E-02 1.040548E-03 
9.690097E+00 2.572865E-01 2.618385E-02 9.688575E-04 
9.955129E+00 2.395418E-01 2.437830E-02 9.020570E-04 
1.022741E+01 2.230086E-01 2.269601E-02 8.398168E-04 
1.050714E+01 2.076051E-01 2.112867E-02 7.818292E-04 
1.079451E+01 1.932550E-01 1.966850E-02 7.278067E-04 
1.108975E+01 1.798869E-01 1.830826E-02 6.774811E-04 
1.139307E+01 1.674345E-01 1.704119E-02 6.306022E-04 
1.170468E+01 1.558356E-01 1.586097E-02 5.869365E-04 
1.202481E+01 1.450324E-01 1.476171E-02 5.462661E-04 
1.235370E+01 1.349710E-01 1.373792E-02 5.083877E-04 
1.269158E+01 1.256010E-01 1.278447E-02 4.731118E-04 
1.303870E+01 1.168753E-01 1.189659E-02 4.402615E-04 
1.339532E+01 1.087501E-01 1.106980E-02 4.096716E-04 
1.376169E+01 1.011846E-01 1.029996E-02 3.811884E-04 
1.413809E+01 9.414061E-02 9.583177E-03 3.546681E-04 
1.452477E+01 8.758254E-02 8.915833E-03 3.299769E-04 
1.492204E+01 8.147722E-02 8.294553E-03 3.069899E-04 
1.533017E+01 7.579368E-02 7.716186E-03 2.855905E-04 
1.574946E+01 7.050303E-02 7.177796E-03 2.656702E-04 
1.618022E+01 6.557836E-02 6.676646E-03 2.471276E-04 
1.662276E+01 6.099460E-02 6.210183E-03 2.298683E-04 
1.707740E+01 5.672834E-02 5.776029E-03 2.138043E-04 
1.754449E+01 5.275781E-02 5.371966E-03 1.988536E-04 
1.802434E+01 4.906268E-02 4.995928E-03 1.849397E-04 
1.851732E+01 4.562402E-02 4.645989E-03 1.719914E-04 
1.902378E+01 4.242422E-02 4.320353E-03 1.599422E-04 
1.954410E+01 3.944682E-02 4.017348E-03 1.487304E-04 
2.007864E+01 3.667651E-02 3.735416E-03 1.382981E-04 
2.062781E+01 3.409903E-02 3.473103E-03 1.285917E-04 
2.119200E+01 3.170108E-02 3.229057E-03 1.195612E-04 
2.177161E+01 2.947028E-02 3.002017E-03 1.111598E-04 
2.236708E+01 2.739507E-02 2.790808E-03 1.033441E-04 
2.297884E+01 2.546471E-02 2.594336E-03 9.607370E-05 
2.360733E+01 2.366918E-02 2.411582E-03 8.931079E-05 
2.425301E+01 2.199912E-02 2.241595E-03 8.302026E-05 
2.491635E+01 2.044586E-02 2.083491E-03 7.716938E-05 
2.559783E+01 1.900127E-02 1.936446E-03 7.172767E-05 
2.629795E+01 1.765782E-02 1.799693E-03 6.666673E-05 
2.701722E+01 1.640849E-02 1.672518E-03 6.196015E-05 
2.775616E+01 1.524674E-02 1.554254E-03 5.758330E-05 
2.851531E+01 1.416648E-02 1.444283E-03 5.351327E-05 
2.929523E+01 1.316204E-02 1.342029E-03 4.972872E-05 
3.009647E+01 1.222815E-02 1.246953E-03 4.620978E-05 
3.091964E+01 1.135988E-02 1.158556E-03 4.293795E-05 
3.176531E+01 1.055267E-02 1.076372E-03 3.989601E-05 
3.263412E+01 9.802256E-03 9.999679E-04 3.706793E-05 
3.352669E+01 9.104678E-03 9.289407E-04 3.443879E-05 
3.444367E+01 8.456247E-03 8.629149E-04 3.199471E-05 
3.538573E+01 7.853530E-03 8.015411E-04 2.972275E-05 
3.635355E+01 7.293334E-03 7.444941E-04 2.761088E-05 
3.734785E+01 6.772683E-03 6.914714E-04 2.564792E-05 
3.836934E+01 6.288808E-03 6.421910E-04 2.382343E-05 
3.941878E+01 5.839131E-03 5.963908E-04 2.212772E-05 
4.049691E+01 5.421254E-03 5.538269E-04 2.055175E-05 
4.160453E+01 5.032946E-03 5.142722E-04 1.908714E-05 
4.274245E+01 4.672134E-03 4.775157E-04 1.772607E-05 
4.391149E+01 4.336887E-03 4.433610E-04 1.646127E-05 
4.511250E+01 4.025410E-03 4.116253E-04 1.528599E-05 
4.634636E+01 3.736033E-03 3.821388E-04 1.419394E-05 
4.761397E+01 3.467200E-03 3.547432E-04 1.317926E-05 
4.891625E+01 3.217462E-03 3.292913E-04 1.223651E-05 
5.025414E+01 2.985474E-03 3.056462E-04 1.136062E-05 
5.162863E+01 2.769983E-03 2.836806E-04 1.054689E-05 
5.304072E+01 2.569827E-03 2.632762E-04 9.790944E-06 
5.449142E+01 2.383925E-03 2.443229E-04 9.088697E-06 
5.598180E+01 2.211269E-03 2.267184E-04 8.436369E-06 
5.751295E+01 2.050927E-03 2.103675E-04 7.830437E-06 
5.908597E+01 1.902028E-03 1.951817E-04 7.267626E-06 
6.070202E+01 1.763764E-03 1.810786E-04 6.744887E-06 
6.236226E+01 1.635383E-03 1.679816E-04 6.259387E-06 
6.406792E+01 1.516187E-03 1.558195E-04 5.808491E-06 
6.582023E+01 1.405526E-03 1.445262E-04 5.389750E-06 
6.762046E+01 1.302795E-03 1.340401E-04 5.000888E-06 
6.946993E+01 1.207434E-03 1.243042E-04 4.639790E-06 
7.136999E+01 1.118921E-03 1.152651E-04 4.304489E-06 
7.332201E+01 1.036771E-03 1.068736E-04 3.993157E-06 
7.532743E+01 9.605308E-04 9.908369E-05 3.704093E-06 
7.738769E+01 8.897789E-04 9.185256E-05 3.435715E-06 
7.950430E+01 8.241240E-04 8.514049E-05 3.186554E-06 
8.167880E+01 7.632028E-04 7.891057E-05 2.955244E-06 
8.391278E+01 7.066782E-04 7.312852E-05 2.740518E-06 
8.620786E+01 6.542369E-04 6.776248E-05 2.541196E-06 
8.856571E+01 6.055879E-04 6.278285E-05 2.356182E-06 
9.098805E+01 5.604613E-04 5.816216E-05 2.184460E-06 
9.347665E+01 5.186058E-04 5.387482E-05 2.025082E-06 
9.603330E+01 4.797876E-04 4.989701E-05 1.877168E-06 
9.865989E+01 4.437896E-04 4.620663E-05 1.739900E-06 
